,class
5221,normal
53695,normal
64767,normal
121741,anomaly
32651,normal
94122,anomaly
51327,normal
11849,normal
71261,anomaly
27574,normal
74220,anomaly
81549,normal
19671,normal
103977,anomaly
78221,anomaly
97505,anomaly
17390,anomaly
6688,normal
18701,anomaly
26601,anomaly
69317,normal
13177,anomaly
69842,normal
124778,anomaly
54026,normal
17812,normal
118117,anomaly
29616,normal
114133,normal
67007,normal
113770,anomaly
23393,normal
111083,normal
107723,normal
99421,anomaly
40629,normal
43951,normal
63494,normal
57848,normal
119167,normal
62263,anomaly
119380,normal
55402,anomaly
46635,anomaly
74839,normal
121235,normal
23092,anomaly
97325,anomaly
63845,anomaly
19168,normal
59917,anomaly
95142,normal
73669,anomaly
4589,anomaly
113718,anomaly
91676,normal
299,anomaly
87555,normal
17639,normal
73368,normal
60889,normal
28055,normal
123569,anomaly
59750,normal
6022,anomaly
26763,anomaly
6612,anomaly
102252,normal
75000,normal
19512,anomaly
20165,anomaly
90601,normal
60640,normal
19208,anomaly
26722,normal
87492,normal
49061,anomaly
75759,normal
101530,anomaly
121201,normal
116200,normal
115643,normal
26533,anomaly
65904,normal
9727,normal
81003,anomaly
77860,anomaly
740,anomaly
55864,anomaly
34006,normal
64417,anomaly
82133,anomaly
49543,anomaly
123235,normal
100974,normal
19733,normal
116034,anomaly
36767,normal
58098,anomaly
22489,anomaly
18703,normal
17893,anomaly
81813,anomaly
5101,anomaly
93828,anomaly
13347,normal
57847,anomaly
77640,anomaly
16545,anomaly
97864,normal
19232,normal
44209,normal
78483,normal
21488,anomaly
18332,anomaly
72399,normal
8982,anomaly
59496,normal
125458,normal
121415,normal
83471,normal
85109,anomaly
31995,normal
85022,normal
90146,anomaly
47898,normal
28268,normal
10188,normal
119874,normal
54978,normal
48843,anomaly
100740,normal
116151,normal
34155,normal
12762,normal
43889,normal
38715,normal
119259,anomaly
67579,anomaly
43313,normal
113574,anomaly
32421,normal
20631,normal
31667,normal
41108,normal
26214,anomaly
74872,normal
93974,normal
59319,normal
25977,anomaly
74858,anomaly
42434,normal
51129,normal
115594,anomaly
38708,anomaly
62660,normal
65539,normal
117856,normal
18778,anomaly
64532,normal
62275,anomaly
121356,anomaly
106275,anomaly
98476,normal
111922,anomaly
33832,anomaly
117249,anomaly
123474,normal
52727,anomaly
54455,normal
91840,normal
54513,normal
79771,anomaly
33235,anomaly
80168,anomaly
84786,anomaly
33059,normal
103485,normal
58648,anomaly
37213,anomaly
66448,anomaly
115722,anomaly
84406,anomaly
67520,anomaly
113728,normal
64137,anomaly
87004,anomaly
76334,anomaly
12365,normal
56887,normal
69308,anomaly
73274,normal
62540,normal
96943,anomaly
94078,anomaly
30596,normal
77210,normal
8421,normal
54000,anomaly
115253,anomaly
69481,normal
116077,normal
33708,normal
107403,normal
63683,anomaly
112471,normal
61702,anomaly
34574,normal
62630,normal
125342,anomaly
29232,normal
71512,normal
77156,normal
91165,anomaly
121278,anomaly
88251,anomaly
90700,anomaly
41877,normal
23059,normal
69138,normal
62903,normal
36273,anomaly
84656,anomaly
59811,normal
76548,normal
18098,anomaly
118563,anomaly
60606,anomaly
66034,normal
24129,normal
85528,normal
113617,normal
49604,normal
21930,anomaly
98356,anomaly
77253,normal
73925,normal
104338,anomaly
101603,normal
74931,normal
57027,anomaly
15953,anomaly
39543,normal
93690,normal
14836,anomaly
75469,normal
89366,anomaly
52421,anomaly
34289,normal
64565,normal
12927,anomaly
96360,normal
22737,normal
69215,normal
94536,anomaly
4047,normal
115207,anomaly
64267,normal
48921,normal
39009,anomaly
4915,normal
89419,normal
8168,anomaly
18372,anomaly
123347,normal
79886,anomaly
43359,anomaly
42997,normal
12980,anomaly
81370,normal
36942,normal
15929,normal
116376,normal
11474,normal
65913,normal
81939,anomaly
93546,anomaly
61375,anomaly
16900,normal
7676,anomaly
106151,anomaly
67307,anomaly
1839,anomaly
111991,anomaly
119825,normal
30429,normal
32714,normal
89420,normal
61182,anomaly
16771,anomaly
93499,anomaly
77828,normal
122704,normal
39769,normal
99360,normal
220,normal
125588,normal
101841,anomaly
80079,normal
89979,anomaly
41147,anomaly
59449,anomaly
86758,normal
57264,normal
97954,anomaly
92206,anomaly
121372,anomaly
44077,normal
29277,anomaly
119234,normal
8757,anomaly
13562,normal
2497,anomaly
59655,normal
36595,normal
118230,anomaly
20706,anomaly
65719,anomaly
79822,normal
21810,anomaly
11715,anomaly
49670,normal
46903,anomaly
92773,anomaly
34045,normal
92409,anomaly
40679,normal
111305,anomaly
92083,anomaly
88404,anomaly
42057,normal
97072,normal
37522,anomaly
20137,anomaly
41287,normal
34459,anomaly
88398,normal
80711,normal
6358,normal
42383,anomaly
71132,normal
1533,anomaly
44211,anomaly
12206,anomaly
116910,normal
27254,normal
86104,normal
79778,anomaly
108200,anomaly
84205,normal
67689,anomaly
88500,normal
23784,anomaly
29965,normal
38661,normal
19009,normal
103720,anomaly
32104,normal
55502,normal
14198,normal
119027,anomaly
12798,anomaly
11682,anomaly
64058,anomaly
31135,normal
28483,normal
111053,normal
11743,normal
67375,anomaly
5742,anomaly
108382,anomaly
15350,normal
5917,normal
60211,normal
50105,normal
89411,anomaly
97534,anomaly
16239,normal
110763,normal
14156,anomaly
51376,anomaly
106575,anomaly
54648,normal
79294,anomaly
113861,normal
12919,normal
18362,anomaly
10079,normal
55159,anomaly
19945,normal
51810,normal
89982,normal
16169,anomaly
70314,anomaly
72688,anomaly
53513,normal
2666,normal
80008,normal
43190,normal
98734,normal
40109,anomaly
106095,normal
51594,normal
37301,anomaly
62086,normal
76799,normal
77109,anomaly
3893,anomaly
35472,normal
47022,anomaly
114417,anomaly
81694,anomaly
14250,anomaly
43887,normal
40546,anomaly
54480,anomaly
55880,anomaly
57119,normal
111885,normal
112137,anomaly
62113,anomaly
109261,normal
123388,anomaly
64273,anomaly
108083,anomaly
19045,normal
88501,anomaly
25472,normal
14030,normal
32024,anomaly
112868,normal
100748,anomaly
38910,normal
103221,normal
106902,normal
31843,anomaly
108831,normal
63692,normal
59552,anomaly
101540,anomaly
27226,normal
89194,normal
110547,anomaly
4596,anomaly
69430,anomaly
18674,normal
21227,anomaly
56644,normal
8132,anomaly
58996,normal
30,anomaly
112170,anomaly
114952,anomaly
18679,anomaly
38887,anomaly
9535,normal
49972,normal
83242,normal
38202,anomaly
56490,anomaly
124361,normal
81276,anomaly
56698,anomaly
76986,anomaly
43261,normal
105293,anomaly
23096,normal
19590,normal
50605,anomaly
28734,normal
52753,normal
81946,normal
48275,anomaly
93934,normal
31757,normal
21221,normal
60048,anomaly
22788,anomaly
71913,anomaly
86587,anomaly
67244,anomaly
41543,normal
106456,normal
20999,anomaly
94992,normal
41306,normal
103763,normal
100655,normal
13989,normal
102344,normal
11722,normal
64061,normal
6679,anomaly
15868,normal
83993,normal
32964,anomaly
103640,anomaly
120272,anomaly
86270,normal
11068,anomaly
3141,anomaly
48547,anomaly
103650,normal
87504,anomaly
39498,normal
8549,anomaly
53990,normal
21833,normal
114276,anomaly
25821,normal
38555,anomaly
110222,anomaly
120305,normal
26098,normal
92502,normal
60118,normal
32085,anomaly
1757,normal
19015,anomaly
68813,anomaly
74087,anomaly
78615,normal
110208,anomaly
77565,normal
68821,normal
102183,normal
69102,anomaly
16854,normal
25633,anomaly
57170,normal
111842,normal
121438,normal
5647,normal
97362,anomaly
6112,normal
2519,normal
22500,anomaly
57826,anomaly
18862,normal
49304,anomaly
22246,anomaly
111141,anomaly
109035,anomaly
28215,normal
4038,normal
63891,anomaly
64229,normal
29390,anomaly
89638,normal
47341,anomaly
37470,anomaly
910,anomaly
72559,anomaly
84662,normal
7731,normal
123724,normal
7181,anomaly
76967,anomaly
66277,normal
61053,normal
6690,normal
27013,anomaly
96709,anomaly
13153,normal
108947,normal
11575,anomaly
3560,anomaly
116722,normal
405,normal
36029,anomaly
121691,anomaly
124429,normal
101628,anomaly
95878,anomaly
98883,anomaly
74208,anomaly
84069,anomaly
49813,anomaly
14105,anomaly
15309,anomaly
98999,normal
61601,normal
40957,anomaly
28959,normal
23235,normal
121601,normal
115115,normal
118386,normal
32864,anomaly
28050,anomaly
80033,anomaly
114020,anomaly
83128,normal
110700,normal
59043,normal
112316,normal
29269,normal
78408,normal
65701,anomaly
15068,normal
122919,normal
63727,normal
22517,anomaly
98727,anomaly
37268,normal
9429,anomaly
124324,normal
2942,anomaly
1732,normal
108702,normal
72933,normal
110492,normal
34026,normal
39802,anomaly
66513,anomaly
22632,anomaly
26887,normal
52166,anomaly
64167,normal
37788,anomaly
58043,anomaly
29989,normal
12006,anomaly
100611,normal
80343,normal
80914,normal
81925,anomaly
99154,normal
73819,normal
24126,normal
87254,normal
75459,normal
10842,normal
67627,normal
46006,normal
17925,normal
47786,anomaly
38120,normal
50920,anomaly
62356,normal
36396,anomaly
64310,normal
76962,normal
13831,normal
22355,normal
60179,normal
40200,normal
85156,normal
13488,anomaly
27340,anomaly
70887,anomaly
4201,normal
31643,anomaly
3470,anomaly
53760,normal
39260,anomaly
115027,anomaly
90535,anomaly
54673,normal
51392,anomaly
122167,normal
100334,anomaly
105270,normal
62625,normal
14577,normal
88400,normal
82232,normal
56618,anomaly
12505,normal
53206,anomaly
121667,normal
49073,anomaly
17004,anomaly
92519,normal
102448,normal
101514,normal
116622,anomaly
49374,normal
20647,normal
6902,normal
19184,anomaly
70234,normal
84345,anomaly
73907,anomaly
66889,normal
11382,normal
56425,normal
95388,anomaly
93279,normal
29194,anomaly
100610,anomaly
124768,anomaly
100902,normal
36540,normal
117785,anomaly
16687,anomaly
42925,anomaly
11709,anomaly
69258,normal
113975,normal
32979,normal
53919,anomaly
52808,anomaly
57344,normal
52653,normal
7074,normal
72132,anomaly
13457,anomaly
51839,anomaly
81847,anomaly
117957,normal
92713,anomaly
109629,anomaly
11592,anomaly
43024,normal
91106,anomaly
2650,normal
42059,anomaly
15931,anomaly
33445,anomaly
11264,normal
100800,normal
45953,normal
110394,normal
86037,normal
23094,normal
83333,normal
63823,anomaly
98769,anomaly
40655,anomaly
51557,normal
35486,anomaly
7557,anomaly
71262,normal
96094,anomaly
45133,anomaly
22055,anomaly
85624,anomaly
56513,anomaly
73406,anomaly
111087,anomaly
115727,normal
1716,anomaly
53111,normal
73334,anomaly
111994,normal
38866,normal
45636,normal
99838,normal
95349,anomaly
55195,normal
107482,anomaly
100791,anomaly
25733,anomaly
6854,normal
4037,normal
114450,anomaly
12512,anomaly
58389,normal
61453,anomaly
5127,anomaly
99305,anomaly
86464,normal
23263,anomaly
70355,normal
65927,normal
13555,anomaly
95591,anomaly
17427,anomaly
123660,normal
39529,normal
115835,anomaly
94113,normal
2681,anomaly
79144,normal
62114,normal
56263,normal
2250,normal
85738,anomaly
121350,anomaly
110385,anomaly
16830,anomaly
12513,normal
12918,anomaly
19553,normal
118480,normal
426,anomaly
71421,normal
64617,anomaly
73197,anomaly
33216,anomaly
8060,anomaly
103394,anomaly
30888,normal
123146,normal
71044,normal
48312,normal
17574,normal
52381,normal
22157,normal
120839,anomaly
125390,anomaly
932,normal
53324,anomaly
94040,normal
13064,normal
76599,normal
82496,anomaly
106480,normal
75376,anomaly
18461,normal
10468,normal
124424,anomaly
10237,anomaly
124897,normal
125333,anomaly
111103,normal
55733,anomaly
19061,normal
2294,anomaly
60196,normal
14008,normal
100514,normal
107671,normal
63296,anomaly
81283,anomaly
112103,anomaly
118659,anomaly
77418,anomaly
18942,anomaly
43184,anomaly
40021,anomaly
102251,normal
98565,anomaly
47184,anomaly
60238,anomaly
48284,normal
78377,normal
25550,normal
18780,normal
14045,normal
87356,normal
6885,anomaly
23013,normal
25386,anomaly
112122,anomaly
34711,normal
89127,anomaly
124605,normal
88183,anomaly
114795,normal
52946,normal
5092,normal
16753,anomaly
121192,anomaly
5030,anomaly
86985,normal
88537,anomaly
59415,normal
117535,normal
102485,anomaly
8871,anomaly
103385,anomaly
26457,anomaly
123406,anomaly
11797,anomaly
27080,normal
108784,normal
15981,anomaly
112156,normal
42187,normal
114288,normal
90182,anomaly
85515,normal
103815,normal
85454,normal
10378,normal
42073,normal
3838,normal
5661,normal
36077,normal
63611,normal
26886,anomaly
87933,normal
62094,anomaly
102631,normal
52208,normal
1905,normal
100390,normal
12251,normal
69692,normal
97601,normal
122806,normal
46772,anomaly
76490,normal
5673,normal
58687,normal
122514,normal
11905,anomaly
51446,normal
6803,anomaly
101182,normal
89889,normal
15526,normal
28590,normal
120364,anomaly
87626,anomaly
12671,normal
36446,anomaly
101829,anomaly
82816,anomaly
64655,anomaly
2604,normal
49441,normal
20919,anomaly
10581,anomaly
121861,normal
7811,anomaly
41590,normal
1636,normal
5116,anomaly
82091,anomaly
110663,normal
114663,anomaly
13830,anomaly
88452,anomaly
120207,anomaly
98396,normal
76251,normal
79146,normal
72401,anomaly
17379,anomaly
91172,normal
45915,anomaly
22243,normal
64221,anomaly
119187,normal
73685,normal
110890,anomaly
72181,anomaly
68231,anomaly
53645,normal
61490,normal
43705,anomaly
35966,anomaly
58498,normal
64760,normal
67837,normal
86701,anomaly
86868,anomaly
44654,anomaly
58367,anomaly
110729,anomaly
125051,normal
48277,normal
42323,anomaly
22104,normal
96079,anomaly
98319,normal
42001,normal
40334,anomaly
20912,anomaly
75107,normal
80289,anomaly
25619,anomaly
115841,anomaly
3579,normal
21235,anomaly
73660,anomaly
36861,anomaly
117064,normal
69649,normal
85593,anomaly
31002,normal
116550,normal
91125,normal
62083,anomaly
34232,anomaly
4996,anomaly
48829,normal
23622,normal
81445,anomaly
3552,normal
83839,normal
112462,normal
45540,normal
67149,anomaly
70822,normal
38302,anomaly
89430,normal
26273,normal
73026,anomaly
10494,normal
109872,anomaly
51692,normal
75963,normal
52990,anomaly
102512,anomaly
109965,anomaly
64720,normal
115330,anomaly
1158,anomaly
54858,anomaly
73440,anomaly
111038,anomaly
93343,anomaly
53094,normal
58259,normal
12092,anomaly
103951,normal
38512,normal
6817,normal
6868,anomaly
258,anomaly
108555,normal
8801,anomaly
79142,normal
68646,normal
25826,normal
104421,anomaly
117164,anomaly
30549,normal
114312,anomaly
2472,anomaly
61291,normal
65440,anomaly
44622,anomaly
4142,normal
11693,normal
63276,normal
55133,normal
18683,anomaly
2177,normal
67670,normal
36984,normal
73231,normal
49058,normal
21829,normal
95987,anomaly
33588,normal
77145,normal
64396,normal
55546,normal
648,anomaly
54490,normal
26455,anomaly
98810,anomaly
13106,normal
71550,normal
67088,anomaly
86974,normal
87711,normal
105256,normal
29502,normal
70084,normal
19058,anomaly
112151,normal
60480,normal
82595,anomaly
62236,normal
23854,normal
19528,anomaly
77277,normal
117729,anomaly
104637,anomaly
108961,anomaly
86599,normal
13755,anomaly
39756,anomaly
74659,normal
61080,normal
79591,anomaly
31651,normal
48879,anomaly
122506,normal
75954,anomaly
55357,anomaly
20786,normal
32383,normal
87280,normal
107812,normal
62432,anomaly
83906,normal
115587,anomaly
78922,anomaly
102295,anomaly
10263,anomaly
97308,normal
54463,normal
18691,anomaly
108461,anomaly
5557,anomaly
41946,anomaly
27255,anomaly
768,anomaly
79949,anomaly
61805,normal
52470,anomaly
8142,anomaly
122752,normal
111548,anomaly
87537,anomaly
95936,normal
15073,normal
11207,normal
22510,anomaly
65461,anomaly
35018,anomaly
95235,anomaly
109134,normal
45100,normal
68426,normal
91980,anomaly
68025,normal
120390,anomaly
80640,anomaly
15259,anomaly
30655,anomaly
39379,anomaly
37473,normal
93751,anomaly
51031,normal
36847,normal
96265,normal
37901,anomaly
54590,normal
17192,anomaly
1800,anomaly
13377,anomaly
118366,normal
60210,normal
42922,normal
50125,normal
9007,anomaly
104069,anomaly
96699,anomaly
61568,anomaly
50169,normal
54827,anomaly
34539,normal
75177,normal
69611,anomaly
45132,normal
45974,anomaly
2595,anomaly
73175,anomaly
35210,normal
83837,normal
93753,normal
4423,anomaly
68185,anomaly
34575,anomaly
53646,normal
68397,anomaly
21313,anomaly
8897,anomaly
25695,normal
66454,normal
49909,normal
18132,anomaly
51138,normal
11606,normal
66746,anomaly
96717,normal
97515,anomaly
82139,anomaly
32287,anomaly
76039,anomaly
4619,normal
28222,anomaly
64383,normal
94444,normal
24195,normal
59999,normal
45577,anomaly
120322,normal
123285,normal
121874,normal
102693,anomaly
58130,anomaly
24467,anomaly
86604,anomaly
68383,normal
14379,normal
52650,anomaly
27855,normal
109549,normal
8568,normal
57554,normal
18767,normal
119305,normal
57405,normal
29839,anomaly
62910,anomaly
40704,normal
69677,anomaly
61130,anomaly
10861,anomaly
93900,normal
8476,normal
71266,anomaly
40345,anomaly
82198,anomaly
21265,normal
98285,anomaly
98309,anomaly
3924,normal
77111,anomaly
24487,normal
46346,normal
44765,anomaly
47193,anomaly
118466,normal
115869,anomaly
59070,normal
114655,anomaly
115164,normal
119159,anomaly
79173,normal
71231,normal
47515,anomaly
48524,normal
101882,anomaly
52360,normal
40574,normal
105946,normal
39208,normal
35265,anomaly
51187,normal
33202,anomaly
89655,normal
88502,normal
45386,anomaly
77933,anomaly
71535,anomaly
65553,normal
95823,anomaly
52278,anomaly
72180,anomaly
52670,normal
19834,anomaly
79871,normal
95124,normal
76999,anomaly
43304,anomaly
52972,normal
73594,anomaly
63807,anomaly
1210,normal
91338,normal
115040,normal
90961,normal
36484,anomaly
4520,normal
90030,anomaly
113177,normal
49655,normal
81130,anomaly
23214,normal
30685,normal
99817,anomaly
52100,anomaly
55003,normal
85303,normal
12377,anomaly
15180,anomaly
41409,normal
66987,normal
117548,anomaly
68643,normal
27508,normal
65246,normal
67899,normal
51787,normal
13538,anomaly
42314,anomaly
116000,normal
24449,normal
15263,normal
112904,normal
94292,anomaly
84316,anomaly
35992,normal
37746,normal
17593,anomaly
123185,anomaly
48055,normal
85872,normal
20790,normal
65625,anomaly
99880,normal
8333,anomaly
111194,anomaly
125257,normal
70711,normal
11481,normal
86913,normal
74919,normal
114380,normal
89960,normal
88834,anomaly
58115,normal
34999,normal
4466,normal
15813,anomaly
122816,normal
124695,anomaly
34749,anomaly
70018,normal
9595,anomaly
97011,normal
75767,anomaly
85128,normal
78968,anomaly
1884,normal
115784,normal
65627,normal
49740,anomaly
52497,normal
15375,normal
116498,normal
89077,anomaly
71634,normal
61806,normal
25454,anomaly
66880,normal
66004,anomaly
119490,normal
59544,normal
34830,anomaly
59264,anomaly
96004,anomaly
107022,anomaly
101184,normal
17517,anomaly
36002,anomaly
46944,normal
72403,normal
84632,anomaly
112560,normal
105837,anomaly
123411,anomaly
93874,normal
32122,anomaly
69937,anomaly
72052,anomaly
24510,normal
118777,normal
4254,anomaly
120567,anomaly
32860,normal
30243,normal
41503,normal
41142,anomaly
20723,anomaly
10620,normal
22044,anomaly
105515,anomaly
45216,normal
59580,normal
120930,normal
85440,normal
19724,anomaly
110753,normal
91857,normal
98610,anomaly
34856,normal
5887,normal
97996,normal
46252,anomaly
104261,normal
7496,normal
73778,normal
101745,normal
58265,anomaly
31603,anomaly
65837,normal
87016,normal
41819,anomaly
25672,normal
61781,anomaly
69083,normal
125242,normal
25607,anomaly
2003,anomaly
15758,normal
123534,anomaly
46891,anomaly
65923,anomaly
13160,normal
54142,normal
98590,anomaly
69388,normal
68598,anomaly
23347,normal
6349,normal
32155,normal
107994,anomaly
40596,normal
96105,normal
53510,anomaly
83903,normal
4010,anomaly
61616,anomaly
101183,anomaly
79077,anomaly
87334,anomaly
65353,normal
49957,anomaly
104122,anomaly
36890,anomaly
1992,anomaly
81590,normal
74633,anomaly
79821,normal
59328,normal
103111,anomaly
13832,anomaly
91602,normal
55651,normal
95036,anomaly
1145,normal
112045,normal
54826,normal
62915,normal
25712,normal
17807,normal
49588,normal
37264,anomaly
5650,normal
82766,normal
93875,anomaly
7238,normal
66523,anomaly
82679,normal
66562,anomaly
31832,normal
75605,anomaly
58763,normal
71178,anomaly
27150,normal
98093,normal
12412,anomaly
39308,anomaly
40944,normal
101173,anomaly
44507,normal
120163,anomaly
104873,normal
92828,normal
82894,anomaly
58976,normal
59724,normal
113195,anomaly
86719,normal
60922,normal
102368,anomaly
64763,normal
116032,normal
54395,normal
105038,anomaly
51700,normal
120728,anomaly
17734,anomaly
27875,anomaly
102303,anomaly
68164,normal
88445,anomaly
11422,anomaly
116417,anomaly
22567,anomaly
13084,anomaly
12923,anomaly
42048,normal
27993,anomaly
96800,anomaly
49030,anomaly
124700,anomaly
55290,anomaly
117958,normal
68381,normal
25777,anomaly
70665,anomaly
59059,anomaly
5786,normal
23998,normal
107908,anomaly
121979,normal
31803,normal
1688,anomaly
57262,normal
70680,normal
26573,anomaly
124931,anomaly
118059,normal
24587,normal
125741,anomaly
71818,normal
14931,normal
1535,anomaly
67833,anomaly
90659,normal
114593,normal
44213,anomaly
67255,anomaly
1440,normal
123980,normal
79791,normal
101766,normal
49511,anomaly
52430,normal
89784,anomaly
34526,normal
109237,normal
119154,normal
37524,anomaly
15855,anomaly
13104,normal
48613,anomaly
16272,anomaly
58802,normal
99788,normal
33846,normal
8846,anomaly
45154,normal
88451,normal
124307,anomaly
123213,anomaly
38433,normal
43393,normal
16973,normal
51966,normal
87920,normal
961,normal
51671,anomaly
48887,normal
18175,normal
123401,normal
115406,anomaly
37161,anomaly
93373,anomaly
104851,normal
121885,anomaly
5749,normal
77859,normal
77697,anomaly
93564,normal
63113,normal
88736,anomaly
29924,normal
104644,anomaly
38215,anomaly
34885,normal
123453,normal
52980,anomaly
32914,anomaly
69798,normal
15498,anomaly
107299,normal
107218,normal
18184,normal
22859,anomaly
11416,anomaly
41519,anomaly
71380,anomaly
24559,anomaly
83109,normal
74769,normal
34487,normal
25943,normal
61378,normal
46442,anomaly
39043,anomaly
26047,normal
57029,normal
104474,normal
65334,normal
20616,anomaly
56094,anomaly
35397,anomaly
119565,anomaly
27030,normal
39662,anomaly
43720,normal
118274,anomaly
59883,anomaly
113774,normal
21202,anomaly
63643,anomaly
64627,normal
113489,anomaly
93125,normal
36322,normal
54361,normal
33792,normal
5857,anomaly
116088,anomaly
40126,normal
67289,anomaly
76993,anomaly
112777,normal
1806,normal
56991,anomaly
124816,anomaly
66269,normal
30210,normal
741,anomaly
120548,anomaly
12782,anomaly
1338,normal
72483,anomaly
35482,normal
97309,normal
54860,anomaly
78440,anomaly
29913,anomaly
41968,anomaly
52566,normal
122158,normal
65177,normal
12815,anomaly
110162,anomaly
70176,anomaly
101161,normal
72731,normal
36347,anomaly
87146,normal
11079,normal
62520,normal
81752,normal
41239,anomaly
28318,normal
56109,anomaly
124002,normal
58315,normal
44617,normal
32369,normal
89864,normal
52705,anomaly
100652,anomaly
32601,anomaly
78284,anomaly
119608,anomaly
121556,anomaly
73418,normal
92494,anomaly
65537,anomaly
118878,anomaly
19804,normal
31953,normal
17519,anomaly
73184,normal
69753,normal
121709,anomaly
12572,normal
13185,normal
6594,normal
79796,anomaly
37339,normal
32272,normal
38154,normal
51799,normal
37817,normal
90136,normal
739,normal
46343,normal
3979,anomaly
117374,anomaly
117166,anomaly
101893,normal
109964,normal
112502,normal
42392,normal
16975,anomaly
104836,anomaly
65387,normal
71449,anomaly
81913,normal
117197,normal
62313,normal
122495,normal
83957,normal
69592,anomaly
112414,normal
51492,anomaly
113948,anomaly
39959,normal
80239,normal
70982,anomaly
17456,normal
101712,normal
114776,anomaly
15360,anomaly
67925,normal
76432,anomaly
76963,anomaly
89702,anomaly
95780,anomaly
100729,normal
82006,normal
118427,anomaly
1111,anomaly
54278,normal
106323,normal
102262,anomaly
91430,anomaly
77622,anomaly
65626,normal
102661,normal
31237,normal
43453,anomaly
43687,normal
8116,normal
83858,anomaly
14068,anomaly
1369,normal
76969,anomaly
48393,normal
123894,normal
88412,normal
105889,normal
73711,anomaly
50012,anomaly
55829,anomaly
70681,normal
80372,normal
107245,normal
56639,normal
32113,normal
47243,anomaly
1188,normal
98278,normal
120256,normal
109105,anomaly
6493,anomaly
95906,normal
45618,normal
56004,anomaly
7937,anomaly
87162,normal
65198,anomaly
63747,anomaly
27243,anomaly
21628,anomaly
50694,normal
22141,normal
65007,normal
50891,normal
6140,anomaly
42319,anomaly
111519,normal
116274,normal
109043,anomaly
112117,normal
82157,normal
3546,anomaly
34225,normal
21585,anomaly
91019,normal
14578,normal
111534,anomaly
94365,anomaly
123077,normal
121672,normal
78496,normal
3018,normal
84515,anomaly
118394,normal
6958,normal
63205,anomaly
23695,normal
34904,anomaly
51765,anomaly
72239,normal
89331,normal
70163,anomaly
85074,normal
46064,anomaly
58641,normal
45006,normal
124369,anomaly
55424,anomaly
12461,anomaly
64737,normal
118103,anomaly
34934,normal
8359,normal
2053,anomaly
20744,normal
82780,normal
49541,anomaly
51111,normal
101263,normal
4932,normal
44337,anomaly
13633,anomaly
16664,normal
54255,anomaly
57962,anomaly
61654,normal
117711,anomaly
28468,anomaly
86421,anomaly
93726,normal
94258,normal
51864,normal
74346,normal
3281,normal
46190,normal
37936,normal
74928,normal
14508,normal
83571,anomaly
5886,anomaly
24116,anomaly
122740,anomaly
49121,normal
9701,anomaly
79686,normal
62742,anomaly
13875,normal
42886,normal
68474,anomaly
118736,normal
81004,anomaly
3578,normal
89305,anomaly
97626,normal
122284,normal
753,anomaly
32891,normal
94277,normal
17066,anomaly
16711,anomaly
89821,normal
65422,normal
38703,anomaly
62406,normal
82728,normal
68459,normal
26088,normal
27324,normal
73363,normal
42365,anomaly
125548,normal
86368,normal
75806,anomaly
87723,normal
26071,anomaly
40924,normal
42908,anomaly
54758,normal
26728,normal
125358,anomaly
55873,anomaly
79109,anomaly
26617,anomaly
91762,normal
99017,anomaly
117116,normal
66767,normal
56903,normal
16492,anomaly
121841,anomaly
108067,normal
97920,normal
70504,normal
37675,anomaly
35878,normal
52713,anomaly
90062,normal
24937,anomaly
59887,anomaly
3764,normal
98953,normal
91841,normal
26264,anomaly
67403,normal
52861,anomaly
93062,anomaly
119934,anomaly
20987,normal
19525,anomaly
43743,normal
112703,anomaly
125485,normal
80110,anomaly
2162,anomaly
106326,normal
81017,anomaly
40104,normal
85995,anomaly
3589,anomaly
20673,normal
6189,anomaly
6663,anomaly
16690,anomaly
51238,normal
52848,anomaly
76779,normal
53350,anomaly
38060,normal
38172,normal
57440,normal
87761,normal
93725,anomaly
27639,normal
67418,normal
46086,anomaly
27238,anomaly
20211,normal
101194,anomaly
100580,anomaly
38794,anomaly
85240,normal
43173,anomaly
72289,normal
113651,normal
87965,normal
103711,normal
899,anomaly
36782,anomaly
90479,anomaly
97062,normal
112286,anomaly
104296,normal
15361,anomaly
60560,normal
4546,anomaly
71452,normal
43962,anomaly
116899,normal
53781,normal
94144,normal
6149,normal
14828,normal
13276,normal
4178,anomaly
30271,normal
25800,anomaly
64589,anomaly
82242,normal
108098,normal
23639,anomaly
91768,normal
108704,anomaly
61613,anomaly
61557,anomaly
84058,anomaly
117112,normal
92924,normal
78045,normal
73304,anomaly
121390,normal
39248,anomaly
13494,normal
27577,normal
13042,anomaly
92770,anomaly
29893,anomaly
89721,normal
75978,anomaly
16992,normal
10594,anomaly
83405,normal
87883,normal
86461,anomaly
30238,normal
11355,normal
89648,normal
118977,normal
99046,anomaly
76818,anomaly
84701,normal
32103,anomaly
230,normal
8695,normal
112656,normal
5489,normal
44777,normal
15188,anomaly
26600,normal
17851,normal
23108,normal
111377,anomaly
7375,anomaly
27732,anomaly
55912,anomaly
16476,normal
16466,anomaly
86288,normal
73136,anomaly
122526,normal
9890,normal
27177,normal
46653,anomaly
3303,anomaly
117963,anomaly
62933,normal
90869,anomaly
115274,normal
76822,normal
90431,normal
43196,anomaly
39796,normal
105597,anomaly
96962,normal
53498,normal
97603,normal
97854,anomaly
96968,normal
17921,normal
8541,anomaly
22390,anomaly
94640,anomaly
32010,normal
41955,normal
95409,normal
120524,anomaly
77934,anomaly
28474,anomaly
